Freq.	V(n007)/10	V(n009)/10	V(n011)/10	V(n019)/10	V(n020)/10	V(n024)/10
5.88843655355588e+001	(-2.06902772320969e+001dB,8.69534989283430e+000°)	(-2.02827881524974e+001dB,1.85193929635452e+001°)	(-2.08328619895475e+001dB,-1.78560105148443e+000°)	(-2.11875631705031e+001dB,3.13048862634776e+001°)	(-2.12778105372094e+001dB,2.18555276946601e+001°)	(-2.10941729606500e+001dB,1.18689610503327e+001°)
6.02559586074357e+001	(-2.06837399459904e+001dB,8.88584977731108e+000°)	(-2.02584435370929e+001dB,1.89044893938979e+001°)	(-2.08330920867398e+001dB,-1.83364183432576e+000°)	(-2.11536110943654e+001dB,3.14149263044767e+001°)	(-2.12609559935306e+001dB,2.17582237485152e+001°)	(-2.10832778909862e+001dB,1.15217812467060e+001°)
6.16595001861481e+001	(-2.06769059465974e+001dB,9.08054835013317e+000°)	(-2.02330998634765e+001dB,1.92961540769917e+001°)	(-2.08333331236068e+001dB,-1.88265154230627e+000°)	(-2.11190695102039e+001dB,3.15373574372142e+001°)	(-2.12442455082864e+001dB,2.16710395131457e+001°)	(-2.10728677670199e+001dB,1.11797016807578e+001°)
6.30957344480192e+001	(-2.06697622924853e+001dB,9.27951379105511e+000°)	(-2.02067224328609e+001dB,1.96943863680257e+001°)	(-2.08335856095540e+001dB,-1.93265592549160e+000°)	(-2.10838868018406e+001dB,3.16720873884510e+001°)	(-2.12276481905356e+001dB,2.15939505822226e+001°)	(-2.10629239900437e+001dB,1.08426045939232e+001°)
6.45654229034654e+001	(-2.06622955278194e+001dB,9.48281422387944e+000°)	(-2.01792758637916e+001dB,2.00991782019422e+001°)	(-2.08338500780923e+001dB,-1.98368124454595e+000°)	(-2.10480112882415e+001dB,3.18190163813150e+001°)	(-2.12111332840857e+001dB,2.15269321418961e+001°)	(-2.10534286640969e+001dB,1.05103710834857e+001°)
6.60693448007595e+001	(-2.06544916664983e+001dB,9.69051760834785e+000°)	(-2.01507241226211e+001dB,2.05105136882151e+001°)	(-2.08341270879522e+001dB,-2.03575428345949e+000°)	(-2.10113912367524e+001dB,3.19780368592249e+001°)	(-2.11946701347526e+001dB,2.14699590071345e+001°)	(-2.10443645807092e+001dB,1.01828812516215e+001°)
6.76082975391980e+001	(-2.06463361762417e+001dB,9.90269162402573e+000°)	(-2.01210305582524e+001dB,2.09283687039556e+001°)	(-2.08344172242501e+001dB,-2.08890236246844e+000°)	(-2.09739748805447e+001dB,3.21490331992335e+001°)	(-2.11782281574054e+001dB,2.14230056405245e+001°)	(-2.10357152033950e+001dB,9.86001434409295e+000°)
6.91830970918935e+001	(-2.06378139626776e+001dB,1.01194035458057e+001°)	(-2.00901579413233e+001dB,2.13527104871843e+001°)	(-2.08347210997086e+001dB,-2.14315335116846e+000°)	(-2.09357104405015e+001dB,3.23318814170113e+001°)	(-2.11617768029167e+001dB,2.13860461535297e+001°)	(-2.10274646519820e+001dB,9.54164887894399e+000°)
7.07945784384136e+001	(-2.06289093534897e+001dB,1.03407201106549e+001°)	(-2.00580685079868e+001dB,2.17834972322863e+001°)	(-2.08350393559335e+001dB,-2.19853568182221e+000°)	(-2.08965461517520e+001dB,3.25264488658649e+001°)	(-2.11452855251353e+001dB,2.13590542902059e+001°)	(-2.10195976868497e+001dB,9.22766276556427e+000°)
7.24435960074988e+001	(-2.06196060826821e+001dB,1.05667073752295e+001°)	(-2.00247240084265e+001dB,2.22206776898310e+001°)	(-2.08353726647495e+001dB,-2.25507836286088e+000°)	(-2.08564302950383e+001dB,3.27325939323423e+001°)	(-2.11287237480000e+001dB,2.13420033933745e+001°)	(-2.10120996931480e+001dB,8.91793341449432e+000°)
7.41310241300916e+001	(-2.06098872750328e+001dB,1.07974305639856e+001°)	(-1.99900857602220e+001dB,2.26641907731061e+001°)	(-2.08357217295980e+001dB,-2.31281099257999e+000°)	(-2.08153112330735e+001dB,3.29501657311421e+001°)	(-2.11120608329141e+001dB,2.13348663532541e+001°)	(-2.10049566650600e+001dB,8.61233783834673e+000°)
7.58577575029182e+001	(-2.05997354308084e+001dB,1.10329539074173e+001°)	(-1.99541147066558e+001dB,2.31139651738667e+001°)	(-2.08360872869996e+001dB,-2.37176377302826e+000°)	(-2.07731374520190e+001dB,3.31790038021904e+001°)	(-2.10952660465003e+001dB,2.13376155385567e+001°)	(-2.09981551901655e+001dB,8.31075274421936e+000°)
7.76247116628690e+001	(-2.05891324108229e+001dB,1.12733404700646e+001°)	(-1.99167714800245e+001dB,2.35699189899525e+001°)	(-2.08364701080827e+001dB,-2.43196752408930e+000°)	(-2.07298576081748e+001dB,3.34189378128919e+001°)	(-2.10783085288576e+001dB,2.13502227100555e+001°)	(-2.09916824339595e+001dB,8.01305461797698e+000°)
7.94328234724279e+001	(-2.05780594219287e+001dB,1.15186519679442e+001°)	(-1.98780164699844e+001dB,2.40319593675594e+001°)	(-2.08368710001839e+001dB,-2.49345369775360e+000°)	(-2.06854205799440e+001dB,3.36697872686899e+001°)	(-2.10611572624464e+001dB,2.13726589166388e+001°)	(-2.09855261245710e+001dB,7.71911980077266e+000°)
8.12830516164097e+001	(-2.05664970030363e+001dB,1.17689485750728e+001°)	(-1.98378098969274e+001dB,2.44999821610755e+001°)	(-2.08372908085208e+001dB,-2.55625439258001e+000°)	(-2.06397755250910e+001dB,3.39313612351797e+001°)	(-2.10437810417278e+001dB,2.14048943738737e+001°)	(-2.09796745377261e+001dB,7.42882455817754e+000°)
8.31763771102669e+001	(-2.05544250117670e+001dB,1.20242887187716e+001°)	(-1.97961118903447e+001dB,2.49738716134917e+001°)	(-2.08377304179412e+001dB,-2.62040236834271e+000°)	(-2.05928719432702e+001dB,3.42034580751155e+001°)	(-2.10261484436911e+001dB,2.14468983251115e+001°)	(-2.09741164819935e+001dB,7.14204514228024e+000°)
8.51138038202374e+001	(-2.05418226118509e+001dB,1.22847288634671e+001°)	(-1.97528825720919e+001dB,2.54535000604807e+001°)	(-2.08381907547533e+001dB,-2.68593106086183e+000°)	(-2.05446597437606e+001dB,3.44858652037203e+001°)	(-2.10082277994037e+001dB,2.14986388851873e+001°)	(-2.09688412843450e+001dB,6.85865784711102e+000°)
8.70963589956078e+001	(-2.05286682613902e+001dB,1.25503232827315e+001°)	(-1.97080821444286e+001dB,2.59387276612939e+001°)	(-2.08386727886379e+001dB,-2.75287459701266e+000°)	(-2.04950893182905e+001dB,3.47783588657542e+001°)	(-2.09899871667249e+001dB,2.15600828667813e+001°)	(-2.09638387760629e+001dB,6.57853905773756e+000°)
8.91250938133743e+001	(-2.05149397021175e+001dB,1.28211238193434e+001°)	(-1.96616709826538e+001dB,2.64294021596556e+001°)	(-2.08391775346488e+001dB,-2.82126780990983e+000°)	(-2.04441116187878e+001dB,3.50807039378143e+001°)	(-2.09713943043312e+001dB,2.16311955895366e+001°)	(-2.09590992790199e+001dB,6.30156529336998e+000°)
9.12010839355907e+001	(-2.05006139497861e+001dB,1.30971796331861e+001°)	(-1.96136097321125e+001dB,2.69253586778282e+001°)	(-2.08397060553031e+001dB,-2.89114625426024e+000°)	(-2.03916782398411e+001dB,3.53926537593252e+001°)	(-2.09524166472027e+001dB,2.17119406720584e+001°)	(-2.09546135923551e+001dB,6.02761324480403e+000°)
9.33254300796988e+001	(-2.04856672858388e+001dB,1.33785369368577e+001°)	(-1.95638594092962e+001dB,2.74264195469899e+001°)	(-2.08402594627670e+001dB,-2.96254622187919e+000°)	(-2.03377415056001e+001dB,3.57139499956298e+001°)	(-2.09330212837305e+001dB,2.18022798069558e+001°)	(-2.09503729795677e+001dB,5.75655980652102e+000°)
9.54992586021433e+001	(-2.04700752505095e+001dB,1.36652387189089e+001°)	(-1.95123815067080e+001dB,2.79323941769879e+001°)	(-2.08408389211399e+001dB,-3.03550475736235e+000°)	(-2.02822545607934e+001dB,3.60443225365056e+001°)	(-2.09131749346080e+001dB,2.19021725191290e+001°)	(-2.09463691560440e+001dB,5.48828210375374e+000°)
9.77237220955808e+001	(-2.04538126375209e+001dB,1.39573244546988e+001°)	(-1.94591381011103e+001dB,2.84430789684204e+001°)	(-2.08414456488414e+001dB,-3.11005967390533e+000°)	(-2.02251714654828e+001dB,3.63834894333061e+001°)	(-2.08928439336762e+001dB,2.20115759075581e+001°)	(-2.09425942770358e+001dB,5.22265751481557e+000°)
9.99999999999997e+001	(-2.04368534905499e+001dB,1.42548298049192e+001°)	(-1.94040919647194e+001dB,2.89582572698437e+001°)	(-2.08420809211061e+001dB,-3.18624956926219e+000°)	(-2.01664472931231e+001dB,3.67311568777609e+001°)	(-2.08719942109009e+001dB,2.21304443709026e+001°)	(-2.09390409261016e+001dB,4.95956368898232e+000°)
1.02329299228075e+002	(-2.04191711016393e+001dB,1.45577863019203e+001°)	(-1.93472066788615e+001dB,2.94776993827057e+001°)	(-2.08427460725899e+001dB,-3.26411384183214e+000°)	(-2.01060382314393e+001dB,3.70870192252597e+001°)	(-2.08505912776619e+001dB,2.22587293172937e+001°)	(-2.09357021040220e+001dB,4.69887856020287e+000°)
1.04712854805090e+002	(-2.04007380117430e+001dB,1.48662210240525e+001°)	(-1.92884467495525e+001dB,3.00011626163658e+001°)	(-2.08434425000932e+001dB,-3.34369270686353e+000°)	(-2.00439016855834e+001dB,3.74507590651947e+001°)	(-2.08286002145453e+001dB,2.23963788587658e+001°)	(-2.09325712181998e+001dB,4.44048035690710e+000°)
1.07151930523760e+002	(-2.03815260135974e+001dB,1.51801562583383e+001°)	(-1.92277777244168e+001dB,3.05283913952781e+001°)	(-2.08441716654057e+001dB,-3.42502721276190e+000°)	(-1.99799963829857e+001dB,3.78220473406398e+001°)	(-2.08059856618294e+001dB,2.25433374908669e+001°)	(-2.09296420725515e+001dB,4.18424760816729e+000°)
1.09647819614318e+002	(-2.03615061571196e+001dB,1.54996091518832e+001°)	(-1.91651663103182e+001dB,3.10591174200883e+001°)	(-2.08449350982772e+001dB,-3.50815925748836e+000°)	(-1.99142824792666e+001dB,3.82005435193102e+001°)	(-2.07827118128663e+001dB,2.26995457580714e+001°)	(-2.09269088578974e+001dB,3.93005914646120e+000°)
1.12201845430196e+002	(-2.03406487575354e+001dB,1.58245913525549e+001°)	(-1.91005804910328e+001dB,3.15930598840297e+001°)	(-2.08457343995212e+001dB,-3.59313160503255e+000°)	(-1.98467216645377e+001dB,3.85858958173667e+001°)	(-2.07587424105578e+001dB,2.28649399057222e+001°)	(-2.09243661428552e+001dB,3.67779410727353e+000°)
1.14815362149688e+002	(-2.03189234064476e+001dB,1.61551086395721e+001°)	(-1.90339896442636e+001dB,3.21299257455962e+001°)	(-2.08465712442547e+001dB,-3.67998790194299e+000°)	(-1.97772772693852e+001dB,3.89777414772158e+001°)	(-2.07340407471339e+001dB,2.30394515193413e+001°)	(-2.09220088652417e+001dB,3.42733192576483e+000°)
1.17489755493953e+002	(-2.02962989860540e+001dB,1.64911605447787e+001°)	(-1.89653646572649e+001dB,3.26694100580340e+001°)	(-2.08474473852813e+001dB,-3.76877269389589e+000°)	(-1.97059143697982e+001dB,3.93757071000069e+001°)	(-2.07085696674396e+001dB,2.32230071522602e+001°)	(-2.09198323239849e+001dB,3.17855233072683e+000°)
1.20226443461741e+002	(-2.02727436867293e+001dB,1.68327399655130e+001°)	(-1.88946780403258e+001dB,3.32111963557205e+001°)	(-2.08483646566230e+001dB,-3.85953144228179e+000°)	(-1.96325998902839e+001dB,3.97794090330467e+001°)	(-2.06822915759385e+001dB,2.34155279426558e+001°)	(-2.09178321715503e+001dB,2.93133533603531e+000°)
1.23026877081238e+002	(-2.02482250281826e+001dB,1.71798327701261e+001°)	(-1.88219040373462e+001dB,3.37549570970058e+001°)	(-2.08493249772064e+001dB,-3.95231054078734e+000°)	(-1.95573027043989e+001dB,4.01884538118488e+001°)	(-2.06551684476391e+001dB,2.36169292212061e+001°)	(-2.09160044068819e+001dB,2.68556122980322e+000°)
1.25892541179416e+002	(-2.02227098844006e+001dB,1.75324173973590e+001°)	(-1.87470187327379e+001dB,3.43003541625777e+001°)	(-2.08503303547091e+001dB,-4.04715733194707e+000°)	(-1.94799937319162e+001dB,4.06024386560122e+001°)	(-2.06271618431483e+001dB,2.38271201107280e+001°)	(-2.09143453688593e+001dB,2.44111056142936e+000°)
1.28824955169313e+002	(-2.01961645125809e+001dB,1.78904644509407e+001°)	(-1.86700001538809e+001dB,3.48470394078849e+001°)	(-2.08513828895742e+001dB,-4.14412012363892e+000°)	(-1.94006460318575e+001dB,4.10209520175867e+001°)	(-2.05982329280511e+001dB,2.40460031193042e+001°)	(-2.09128517302730e+001dB,2.19786412673059e+000°)
1.31825673855640e+002	(-2.01685545862566e+001dB,1.82539362909380e+001°)	(-1.85908283683847e+001dB,3.53946552676202e+001°)	(-2.08524847791976e+001dB,-4.24324820549315e+000°)	(-1.93192348906259e+001dB,4.14435741800464e+001°)	(-2.05683424968067e+001dB,2.42734737285653e+001°)	(-2.09115204923157e+001dB,1.95570295133890e+000°)
1.34896288259165e+002	(-2.01398452327991e+001dB,1.86227866235527e+001°)	(-1.85094855754234e+001dB,3.59428354097404e+001°)	(-2.08536383222950e+001dB,-4.34459186518344e+000°)	(-1.92357379045025e+001dB,4.18698779054520e+001°)	(-2.05374510013452e+001dB,2.45094199789492e+001°)	(-2.09103489795918e+001dB,1.71450827253890e+000°)
1.38038426460288e+002	(-2.01100010754777e+001dB,1.89969600912319e+001°)	(-1.84259561904450e+001dB,3.64912054359799e+001°)	(-2.08548459234573e+001dB,-4.44820240456511e+000°)	(-1.91501350557993e+001dB,4.22994291268633e+001°)	(-2.05055185845328e+001dB,2.47537220539250e+001°)	(-2.09093348356440e+001dB,1.47416151971504e+000°)
1.41253754462275e+002	(-2.00789862802392e+001dB,1.93763918651302e+001°)	(-1.83402269226002e+001dB,3.70393836253203e+001°)	(-2.08561100978995e+001dB,-4.55413215562295e+000°)	(-1.90624087820034e+001dB,4.27317876825540e+001°)	(-2.04725051186609e+001dB,2.50062518653296e+001°)	(-2.09084760189970e+001dB,1.23454429357327e+000°)
1.44543977074592e+002	(-2.00467646073506e+001dB,1.97610072421298e+001°)	(-1.82522868442852e+001dB,3.75869817164072e+001°)	(-2.08574334764102e+001dB,-4.66243449618805e+000°)	(-1.89725440372985e+001dB,4.31665080881096e+001°)	(-2.04383702490960e+001dB,2.52668726421298e+001°)	(-2.09077707997170e+001dB,9.95538344297549e-001°)
1.47910838816820e+002	(-2.00132994680288e+001dB,2.01507212487941e+001°)	(-1.81621274522509e+001dB,3.81336057244764e+001°)	(-2.08588188105113e+001dB,-4.77316386537958e+000°)	(-1.88805283459084e+001dB,4.36031403420459e+001°)	(-2.04030734432035e+001dB,2.55354385250821e+001°)	(-2.09072177564878e+001dB,7.57025548796388e-001°)
1.51356124843620e+002	(-1.99785539861561e+001dB,2.05454382547863e+001°)	(-1.80697427198023e+001dB,3.86788567879589e+001°)	(-2.08602689778329e+001dB,-4.88637577872412e+000°)	(-1.87863518467765e+001dB,4.40412307601941e+001°)	(-2.03665740446383e+001dB,2.58117941699158e+001°)	(-2.09068157742023e+001dB,5.18887887192977e-001°)
1.54881661891248e+002	(-1.99424910651512e+001dB,2.09450515984436e+001°)	(-1.79751291396839e+001dB,3.92223320396013e+001°)	(-2.08617869877124e+001dB,-5.00212684290148e+000°)	(-1.86900073291681e+001dB,4.44803228337533e+001°)	(-2.03288313330621e+001dB,2.60957743618105e+001°)	(-2.09065640420682e+001dB,2.81007418708002e-001°)
1.58489319246111e+002	(-1.99050734600355e+001dB,2.13494432273318e+001°)	(-1.78782857573275e+001dB,3.97636254966556e+001°)	(-2.08633759870256e+001dB,-5.12047477006160e+000°)	(-1.85914902588645e+001dB,4.49199581056265e+001°)	(-2.02898045893189e+001dB,2.63872036440783e+001°)	(-2.09064620522298e+001dB,4.32662570826737e-002°)
1.62181009735892e+002	(-1.98662638546991e+001dB,2.17584833567358e+001°)	(-1.77792141942273e+001dB,4.03023289644776e+001°)	(-2.08650392662573e+001dB,-5.24147839165363e+000°)	(-1.84907987947041e+001dB,4.53596770594320e+001°)	(-2.02494531660657e+001dB,2.66858959640745e+001°)	(-2.09065095989026e+001dB,-1.94453454312345e-001°)
1.65958690743755e+002	(-1.98260249443308e+001dB,2.21720301491494e+001°)	(-1.76779186612944e+001dB,4.08380329477217e+001°)	(-2.08667802658198e+001dB,-5.36519767170308e+000°)	(-1.83879337953145e+001dB,4.57990200154309e+001°)	(-2.02077365638139e+001dB,2.69916543394726e+001°)	(-2.09067067780232e+001dB,-4.32269567537997e-001°)
1.69824365246174e+002	(-1.97843195229386e+001dB,2.25899294179140e+001°)	(-1.75744059621349e+001dB,4.13703275632419e+001°)	(-2.08686025826270e+001dB,-5.49169371946890e+000°)	(-1.82828988159712e+001dB,4.62375280275214e+001°)	(-2.01646145122995e+001dB,2.73042705481144e+001°)	(-2.09070539874124e+001dB,-6.70299955173834e-001°)
1.73780082874937e+002	(-1.97411105758399e+001dB,2.30120143582225e+001°)	(-1.74686854862912e+001dB,4.18988034487994e+001°)	(-2.08705099769326e+001dB,-5.62102880140698e+000°)	(-1.81757000956153e+001dB,4.66747437754410e+001°)	(-2.01200470570534e+001dB,2.76235248447116e+001°)	(-2.09075519274530e+001dB,-9.08662535287702e-001°)
1.77827941003892e+002	(-1.96963613769540e+001dB,2.34381053087387e+001°)	(-1.73607691925740e+001dB,4.24230526617414e+001°)	(-2.08725063794410e+001dB,-5.75326635236139e+000°)	(-1.80663465341487e+001dB,4.71102124463753e+001°)	(-2.00739946509977e+001dB,2.79491857077020e+001°)	(-2.09082016022815e+001dB,-1.14747529614376e+000°)
1.81970085860998e+002	(-1.96500355906816e+001dB,2.38680095470885e+001°)	(-1.72506715827080e+001dB,4.29426695619506e+001°)	(-2.08745958986981e+001dB,-5.88847098589922e+000°)	(-1.79548496602230e+001dB,4.75434826003027e+001°)	(-2.00264182508425e+001dB,2.82810096195688e+001°)	(-2.09090043214940e+001dB,-1.38685632050410e+000°)
1.86208713666286e+002	(-1.96020973781040e+001dB,2.43015211224520e+001°)	(-1.71384096655984e+001dB,4.34572516735675e+001°)	(-2.08767828287714e+001dB,-6.02670850369886e+000°)	(-1.78412235898208e+001dB,4.79741070136015e+001°)	(-1.99772794180105e+001dB,2.86187408838940e+001°)	(-2.09099617023683e+001dB,-1.62692380937680e+000°)
1.90546071796324e+002	(-1.95525115071810e+001dB,2.47384207284193e+001°)	(-1.70240029126077e+001dB,4.39664005202546e+001°)	(-2.08790716572261e+001dB,-6.16804590389574e+000°)	(-1.77254849760135e+001dB,4.84016434957097e+001°)	(-1.99265404237604e+001dB,2.89621114823557e+001°)	(-2.09110756725991e+001dB,-1.86779610506226e+000°)
1.94984459975804e+002	(-1.95012434665767e+001dB,2.51784756191705e+001°)	(-1.69074732043127e+001dB,4.44697224290998e+001°)	(-2.08814670734074e+001dB,-6.31255138828250e+000°)	(-1.76076529503561e+001dB,4.88256556739522e+001°)	(-1.98741643581294e+001dB,2.93108409747636e+001°)	(-2.09123484735514e+001dB,-2.10959171334576e+000°)
1.99526231496887e+002	(-1.94482595826847e+001dB,2.56214395718964e+001°)	(-1.67888447692762e+001dB,4.49668292986356e+001°)	(-2.08839739770346e+001dB,-6.46029436825435e+000°)	(-1.74877490564494e+001dB,4.92457137420237e+001°)	(-1.98201152422628e+001dB,2.96646364450868e+001°)	(-2.09137826640280e+001dB,-2.35242932468202e+000°)
2.04173794466952e+002	(-1.93935271393769e+001dB,2.60670528981875e+001°)	(-1.66681441154361e+001dB,4.54573393268805e+001°)	(-2.08865974871162e+001dB,-6.61134546938266e+000°)	(-1.73657971762643e+001dB,4.96613951680429e+001°)	(-1.97643581436440e+001dB,3.00231924962325e+001°)	(-2.09153811245555e+001dB,-2.59642783421273e+000°)
2.08929613085403e+002	(-1.93370144999452e+001dB,2.65150425068934e+001°)	(-1.65453999547625e+001dB,4.59408776957733e+001°)	(-2.08893429511930e+001dB,-6.76577653449283e+000°)	(-1.72418234498746e+001dB,5.00722853585549e+001°)	(-1.97068592936905e+001dB,3.03861912961055e+001°)	(-2.09171470621860e+001dB,-2.84170636045457e+000°)
2.13796208950222e+002	(-1.92786912306598e+001dB,2.69651220206783e+001°)	(-1.64206431218837e+001dB,4.64170772088732e+001°)	(-2.08922159549169e+001dB,-6.92366062511422e+000°)	(-1.71158561892916e+001dB,5.04779782753541e+001°)	(-1.96475862071318e+001dB,3.07533026772021e+001°)	(-2.09190840158173e+001dB,-3.08838426248991e+000°)
2.18776162394954e+002	(-1.92185282253208e+001dB,2.74169919481863e+001°)	(-1.62939064874125e+001dB,4.68855788797159e+001°)	(-2.08952223319705e+001dB,-7.08507202116184e+000°)	(-1.69879257871288e+001dB,5.08780770025183e+001°)	(-1.95865078025409e+001dB,3.11241842916713e+001°)	(-2.09211958620296e+001dB,-3.33658115548682e+000°)
2.23872113856833e+002	(-1.91564978301413e+001dB,2.78703399133729e+001°)	(-1.61652248667326e+001dB,4.73460324687550e+001°)	(-2.08983681743367e+001dB,-7.25008621870126e+000°)	(-1.68580646208504e+001dB,5.12721942615777e+001°)	(-1.95235945233496e+001dB,3.14984818234246e+001°)	(-2.09234868214404e+001dB,-3.58641692436950e+000°)
2.29086765276776e+002	(-1.90925739682626e+001dB,2.83248409431674e+001°)	(-1.60346349250197e+001dB,4.77980969673604e+001°)	(-2.09016598429212e+001dB,-7.41877992563849e+000°)	(-1.67263069533749e+001dB,5.16599528732808e+001°)	(-1.94588184586450e+001dB,3.18758292584739e+001°)	(-2.09259614655749e+001dB,-3.83801173545343e+000°)
2.34422881531991e+002	(-1.90267322631729e+001dB,2.87801578142001e+001°)	(-1.59021750792785e+001dB,4.82414410278827e+001°)	(-2.09051039785352e+001dB,-7.59123105516851e+000°)	(-1.65926888308106e+001dB,5.20409861649571e+001°)	(-1.93921534630117e+001dB,3.22558492142479e+001°)	(-2.09286247242533e+001dB,-4.09148604585270e+000°)
2.39883291901948e+002	(-1.89589501602798e+001dB,2.92359414588704e+001°)	(-1.57678853981746e+001dB,4.86757433393288e+001°)	(-2.09087075132414e+001dB,-7.76751871680505e+000°)	(-1.64572479780987e+001dB,5.24149383230069e+001°)	(-1.93235752746644e+001dB,3.26381533281772e+001°)	(-2.09314818934910e+001dB,-4.34696061045967e+000°)
2.45470891568502e+002	(-1.88892070458683e+001dB,2.96918314305467e+001°)	(-1.56318075004272e+001dB,4.91006929487036e+001°)	(-2.09124776820681e+001dB,-7.94772320480590e+000°)	(-1.63200236933273e+001dB,5.27814646905549e+001°)	(-1.92530616310994e+001dB,3.30223427053506e+001°)	(-2.09345386439121e+001dB,-4.60455648628880e+000°)
2.51188643150957e+002	(-1.88174843626724e+001dB,3.01474564271850e+001°)	(-1.54939844525112e+001dB,4.95159895285682e+001°)	(-2.09164220350929e+001dB,-8.13192598379627e+000°)	(-1.61810567414627e+001dB,5.31402320108012e+001°)	(-1.91805923814870e+001dB,3.34080084245378e+001°)	(-2.09378010296710e+001dB,-4.86439503396859e+000°)
2.57039578276885e+002	(-1.87437657212881e+001dB,3.06024348721348e+001°)	(-1.53544606663881e+001dB,4.99213435918266e+001°)	(-2.09205484498985e+001dB,-8.32020967138352e+000°)	(-1.60403892482156e+001dB,5.34909186170574e+001°)	(-1.91061495950281e+001dB,3.37947321013573e+001°)	(-2.09412754978795e+001dB,-5.12659791615660e+000°)
2.63026799189537e+002	(-1.86680370066661e+001dB,3.10563755503802e+001°)	(-1.52132817979538e+001dB,5.03164766551835e+001°)	(-2.09248651444009e+001dB,-8.51265801754465e+000°)	(-1.58980645947288e+001dB,5.38332145708868e+001°)	(-1.90297176645106e+001dB,3.41820865068416e+001°)	(-2.09449688985344e+001dB,-5.39128709264305e+000°)
2.69153480392690e+002	(-1.85902864789442e+001dB,3.15088782979417e+001°)	(-1.50704946468497e+001dB,5.07011213531095e+001°)	(-2.09293806900486e+001dB,-8.70935588055763e+000°)	(-1.57541273137331e+001dB,5.41668217501602e+001°)	(-1.89512834043202e+001dB,3.45696362391315e+001°)	(-2.09488884949396e+001dB,-5.65858481189971e+000°)
2.75422870333816e+002	(-1.85105048679082e+001dB,3.19595347416562e+001°)	(-1.49261470582416e+001dB,5.10750215045038e+001°)	(-2.09341040253910e+001dB,-8.91038919923635e+000°)	(-1.56086229877752e+001dB,5.44914538891871e+001°)	(-1.88708361421917e+001dB,3.49569384455195e+001°)	(-2.09530419746153e+001dB,-5.92861359882020e+000°)
2.81838293126444e+002	(-1.84286854604080e+001dB,3.24079290860606e+001°)	(-1.47802878271202e+001dB,5.14379321345558e+001°)	(-2.09390444700108e+001dB,-9.11584496121719e+000°)	(-1.54615981500732e+001dB,5.48068365733939e+001°)	(-1.87883678040241e+001dB,3.53435435915700e+001°)	(-2.09574374606849e+001dB,-6.20149623838833e+000°)
2.88403150312659e+002	(-1.83448241801056e+001dB,3.28536389436414e+001°)	(-1.46329666056289e+001dB,5.17896194545756e+001°)	(-2.09442117388158e+001dB,-9.32581116703413e+000°)	(-1.53131001885063e+001dB,5.51127071912896e+001°)	(-1.87038729911331e+001dB,3.57289962735808e+001°)	(-2.09620835237302e+001dB,-6.47735575500061e+000°)
2.95120922666637e+002	(-1.82589196589870e+001dB,3.32962362042837e+001°)	(-1.44842338138674e+001dB,5.21298608027892e+001°)	(-2.09496159566810e+001dB,-9.54037678970764e+000°)	(-1.51631772531900e+001dB,5.54088148466796e+001°)	(-1.86173490493700e+001dB,3.61128360702175e+001°)	(-2.09669891941011e+001dB,-6.75631538715857e+000°)
3.01995172040200e+002	(-1.81709733001341e+001dB,3.37352879393696e+001°)	(-1.43341405545675e+001dB,5.24584445492765e+001°)	(-2.09552676734304e+001dB,-9.75963172956117e+000°)	(-1.50118781680361e+001dB,5.56949202342736e+001°)	(-1.85287961296015e+001dB,3.64945984287713e+001°)	(-2.09721639746667e+001dB,-7.03849855723672e+000°)
3.09029543251358e+002	(-1.80809893313245e+001dB,3.41703573356374e+001°)	(-1.41827385319810e+001dB,5.27751699683697e+001°)	(-2.09611778791464e+001dB,-9.98366676396779e+000°)	(-1.48592523466422e+001dB,5.59707954819699e+001°)	(-1.84382172391159e+001dB,3.68738155811496e+001°)	(-2.09776178539891e+001dB,-7.32402883602071e+000°)
3.16227766016837e+002	(-1.79889748491058e+001dB,3.46010046536394e+001°)	(-1.40300799752633e+001dB,5.30798470819314e+001°)	(-2.09673580197909e+001dB,-1.02125734917182e+001°)	(-1.47053497127983e+001dB,5.62362239632013e+001°)	(-1.83456182835997e+001dB,3.72500174844343e+001°)	(-2.09833613199019e+001dB,-7.61302990170085e+000°)
3.23593656929627e+002	(-1.78949398530703e+001dB,3.50267882054144e+001°)	(-1.38762175665832e+001dB,5.33722964769907e+001°)	(-2.09738200131191e+001dB,-1.04464442716908e+001°)	(-1.45502206258471e+001dB,5.64910000827862e+001°)	(-1.82510080994102e+001dB,3.76227327806225e+001°)	(-2.09894053734703e+001dB,-7.90562549299586e+000°)
3.31131121482590e+002	(-1.77988972701451e+001dB,3.54472653458439e+001°)	(-1.37212043741341e+001dB,5.36523491012448e+001°)	(-2.09805762648638e+001dB,-1.06853721554943e+001°)	(-1.43939158110815e+001dB,5.67349290397577e+001°)	(-1.81543984759584e+001dB,3.79914897700135e+001°)	(-2.09957615433073e+001dB,-8.20193935607210e+000°)
3.38844156139201e+002	(-1.77008629687984e+001dB,3.58619934720762e+001°)	(-1.35650937901714e+001dB,5.39198460399235e+001°)	(-2.09876396851662e+001dB,-1.09294508137426e+001°)	(-1.42364862953096e+001dB,5.69678265706350e+001°)	(-1.80558041680999e+001dB,3.83558173926248e+001°)	(-2.10024419002177e+001dB,-8.50209518491470e+000°)
